'32000208;6.8;5.5;4.6;0;0;0;3;6.75;7
'32000209;7.4;7.75;4.6;0;0;0;5;6.5;8.5
'32000210;8.8;0;0;7.75;8.5;0;0;0;0
'32000211;8.6;6.75;3.2;7.25;7.75;5.25;0;0;0
'32000212;5.6;8;3.6;0;0;0;3.25;6.75;7.75
'32000213;9;9.5;7;0;0;0;9.5;8.5;9.5
'32000214;8;8.25;8;8;5.25;4;0;0;0
'32000215;3.8;7;3;0;0;0;4.5;6.75;8.75
'32000216;0;0;0;0;0;0;0;0;0
'32000217;7;7.75;4.4;0;0;0;5.75;7.75;8.25
'32000218;8;5.5;3;7.5;4;4;0;0;0
'32000219;3.2;5.75;2.8;0;0;0;4.25;8;8
'32000220;5.8;7.5;3.2;0;0;0;9;9.5;8.75
'32000221;7.6;6.5;6.4;6.5;2.75;4;0;0;0
'32000222;5.2;7.25;2.6;3.5;3.5;5;0;0;0
'32000223;7;6.25;3;0;0;0;8;8.25;8.25
'32000224;4;6;4.2;0;0;0;4;6.25;7
'32000225;9;0;0;7;7.75;0;0;0;0
'32000226;9.2;8.75;8.6;0;0;0;0;0;0
'32000227;7;8.25;3.6;0;0;0;9.25;9.75;9.75
'32000228;7.4;5;2.6;0;0;0;6;8.25;8.75
'32000229;8.8;7.5;4.8;0;0;0;8.75;9;8.5
'32000230;8.8;0;0;8.25;8.5;0;0;0;0
'32000231;8.4;8.25;5.2;0;0;0;5.75;7.5;8.5
'32000232;7;7.25;3.8;0;0;0;4.75;7.25;8.25
'32000233;4.6;8.5;4.2;0;0;0;4.75;6.25;7.25
'32000234;8.2;6.25;3.2;6.5;7;4.5;0;0;0
'32000235;8.4;6.25;2.6;7;6.75;4.25;0;0;0
'32000236;7;0;0;4.75;5;0;0;0;0
'32000237;7;6.75;4.6;0;0;0;6;8.25;9.25
'32000238;3.4;6;5.4;0;0;0;6;6.75;7.75
'32000239;7.2;7.75;4;0;0;0;6.25;8;9.25
'32000240;3.4;5.75;2;0;0;0;5.25;7.75;7.5
'32000241;7.8;6.25;3;7;8.5;4.75;0;0;0
'32000242;4.6;6.75;2.4;0;0;0;2.75;5.5;7
'32000243;8.4;8.75;8;0;0;0;7;8.25;9.25
'32000244;6.2;6.5;2.6;0;0;0;3;6;8.25
'32000245;3.4;6;2.8;0;0;0;4.5;5.5;7.25
'32000246;7.4;7.5;4;0;0;0;4.25;5.5;8.5
'32000247;3.2;7.5;1.6;0;0;0;4.5;6.25;8.25
'32000248;6;6.75;2.8;0;0;0;5.25;8;8.75
'32000249;8.6;7;6.6;8.25;3.75;6.75;0;0;0
'32000250;6.6;8.75;4.2;0;0;0;8.5;7.75;9
'32000251;7.6;7.25;5.2;0;0;0;7.5;9;9.75
'32000252;6;6.75;5;0;0;0;4.25;7.75;9
'32000253;4.8;7.75;2.2;0;0;0;7.5;6.75;8.75
'32000254;5;5.25;3.2;2.75;4.25;6;0;0;0
'32000255;4.6;5.5;3;0;0;0;5.25;6.75;5.25
'32000256;8;6.5;4.2;7.5;7.75;3.25;0;0;0
'32000257;6;8.25;4;0;0;0;6.25;7.25;8.25
'32000258;8.8;7.75;5.8;0;0;0;5.25;5.5;8.75
'32000259;8.4;6;5.6;8.75;5.75;6.25;0;0;0
'32000260;9;5.75;4.4;7;7;4.5;0;0;0
'32000261;6.4;3.25;2.6;0;0;0;3;6.5;8.25
'32000262;8.4;6.5;4.6;7.25;9.25;8.75;0;0;0
'32000263;5.8;8.25;2.6;0;0;0;8.75;8.5;9.75
'32000264;7.8;8.25;4.6;0;0;0;4.5;8.25;8
'32000265;8.4;8.75;7.2;0;0;0;7.25;8.25;8.75
'32000266;5.6;6.25;3.2;0;0;0;6;7.75;8.5
'32000267;7;7.5;6;0;0;0;5.75;8.5;8.25
'32000268;7.4;4.75;3.6;0;0;0;3.75;6.5;7.75
'32000269;7;6;0;0;0;0;7.25;7.25;0
'32000270;4.4;5.5;2.6;0;0;0;3.75;7.5;8.25
'32000271;5.2;5.25;0;0;0;0;3.5;6.75;0
'32000272;5.6;6.25;2.8;0;0;0;3.75;7;8
'32000273;6.4;7;2.8;0;0;0;4.5;6.5;8
'32000274;6.4;0;0;3;3.5;4.5;0;0;0
'32000275;5;7.5;3.6;0;0;0;7.75;8.5;7.75
'32000276;6.8;7.25;3.6;0;0;0;8.25;9.25;8.5
'32000277;8.4;7.25;0;0;0;0;8.5;0;0
'32000278;8.4;6.75;4;7.25;7.75;6.5;0;0;0
'32000279;5.6;3.75;3.2;0;0;0;4.75;7;9
'32000280;7.6;0;0;6.5;7.5;0;0;0;0
'32000281;8.2;0;0;8;7;2.5;0;0;0
'32000282;8.6;6.5;4.6;7.75;9;6;0;0;0
