No,Math,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,KhoiA,KhoiA1,KhoiB,KhoiD
'32000562,6,8,3.4,0,0,0,9.25,8.5,8.75,6,9.4,6,17.4
'32000456,6,6.75,3.6,0,0,0,6,7.25,8.75,6,9.6,6,16.35
'32002792,6,5.5,2.4,0,0,0,4.25,7.25,7,6,8.4,6,13.9
'32002369,6,5.5,3.4,0,0,0,4,4.75,7.25,6,9.4,6,14.9
'32001839,6,7,4,0,0,0,3.75,5,7,6,10,6,17
'32002628,6,6,4.8,0,0,0,5.25,7.25,8.75,6,10.8,6,16.8
'32000291,6,6.75,2.8,0,0,0,4.75,7.75,8.5,6,8.8,6,15.55
'32001452,6,6,2.4,0,0,0,5.25,6,6.75,6,8.4,6,14.4
'32001743,6,5.25,2.6,0,0,0,6.5,7.75,7.25,6,8.6,6,13.85
'32000311,6,5.75,3,0,0,0,4.25,7,7.75,6,9,6,14.75
'32000034,6,8,4.2,0,0,0,9.25,8.75,9,6,10.2,6,18.2
'32002804,6,6.5,6,0,0,0,8.5,8,9.5,6,12,6,18.5
'32001393,6,5.75,2.2,0,0,0,4,5.5,7.5,6,8.2,6,13.95
'32000147,6,6.75,2.2,0,0,0,4,7.25,8,6,8.2,6,14.95
'32002807,6,8.25,2.8,0,0,0,6.25,6.75,7.75,6,8.8,6,17.05
'32001457,6,4.75,2.4,0,0,0,4.25,1.75,6.25,6,8.4,6,13.15
'32001752,6,6.25,3.8,0,0,0,7.75,8.75,8.75,6,9.8,6,16.05
'32000472,6,5,0,0,0,0,4.75,7.5,0,6,6,6,11
'32000431,6,7,2.6,0,0,0,2.25,6,8.75,6,8.6,6,15.6
'32002459,6,6.25,3.4,0,0,0,5.75,7.5,7.5,6,9.4,6,15.65
'32002106,6,6.5,6,0,0,0,5.25,6.75,7.25,6,12,6,18.5
'32001596,6,5.25,3,0,0,0,5.75,6.5,6.75,6,9,6,14.25
'32001682,6,6,3,0,0,0,3,5.75,7,6,9,6,15
'32002554,6,7,2.6,0,0,0,5.25,6.75,8.75,6,8.6,6,15.6
'32001761,6,7.5,2.2,0,0,0,4.5,4.75,7.25,6,8.2,6,15.7
'32002113,6,6.5,2.6,0,0,0,3.75,4.25,5.75,6,8.6,6,15.1
'32002389,6,6.75,3.6,0,0,0,3.25,5.5,8,6,9.6,6,16.35
'32000538,6,7,2.8,0,0,0,7.25,6.75,7.75,6,8.8,6,15.8
'32001768,6,5,3.4,0,0,0,1.75,4.75,7.5,6,9.4,6,14.4
'32000024,6,5.25,2,0,0,0,3.25,6.5,7.75,6,8,6,13.25
'32002245,6,6,2.6,0,0,0,8.5,7.75,6.75,6,8.6,6,14.6
'32001182,6,6,2.6,0,0,0,3.25,6.25,8,6,8.6,6,14.6
'32000252,6,6.75,5,0,0,0,4.25,7.75,9,6,11,6,17.75
'32000730,6,7,3,0,0,0,5.75,7.25,8.5,6,9,6,16
'32001781,6,5,3,0,0,0,5.5,7.75,7.5,6,9,6,14
'32000903,6,6,3.2,0,0,0,3,5.5,6.5,6,9.2,6,15.2
'32000102,6,7.5,4.4,0,0,0,8,9,9.75,6,10.4,6,17.9
'32000026,6,7.75,4,0,0,0,3.25,7.25,8,6,10,6,17.75
'32000257,6,8.25,4,0,0,0,6.25,7.25,8.25,6,10,6,18.25
'32001615,6,5,2.4,0,0,0,2.75,6,7,6,8.4,6,13.4
'32002837,6,3.75,2.6,0,0,0,4.75,5.75,7.75,6,8.6,6,12.35
'32000409,6,8,5,0,0,0,8.25,9.25,9.25,6,11,6,19
'32001270,6,7,4,0,0,0,8.75,8.75,8.5,6,10,6,17
'32001623,6,5.75,2.2,0,0,0,5.75,4.5,6.75,6,8.2,6,13.95
'32000784,6,6.5,3.2,0,0,0,5.5,8.5,8.75,6,9.2,6,15.7
'32000410,6,6.75,3.4,0,0,0,6.5,6.75,8.5,6,9.4,6,16.15
'32000738,6,6.25,2.2,0,0,0,5.25,8.5,8.5,6,8.2,6,14.45
'32000081,6,6.5,4.2,0,0,0,6.5,7.5,8.75,6,10.2,6,16.7
'32002139,6,5.75,5,0,0,0,2.5,7.5,7.75,6,11,6,16.75
'32000878,6,5.25,1.4,0,0,0,6,6.5,8.25,6,7.4,6,12.65
'32000742,6,7,4.4,0,0,0,4.5,6,8.25,6,10.4,6,17.4
'32000383,6,6,3.8,0,0,0,4.75,6.5,7,6,9.8,6,15.8
'32001345,6,6.25,3.8,0,0,0,5.5,7.25,9,6,9.8,6,16.05
'32002496,6,6,3.2,0,0,0,5.75,7,9,6,9.2,6,15.2
'32002687,6,6,4.2,0,0,0,5.5,7,8.25,6,10.2,6,16.2
'32001720,6,5.75,2.4,0,0,0,6.25,8,7.25,6,8.4,6,14.15
'32000448,6,7.5,5.8,0,0,0,9.25,8.25,8.5,6,11.8,6,19.3
'32002049,6,4.75,2.6,0,0,0,5.75,6,9.5,6,8.6,6,13.35
'32000452,6,7.25,3.8,0,0,0,4.5,8.25,9,6,9.8,6,17.05
'32001637,6,7.5,3,0,0,0,5.5,7.75,9,6,9,6,16.5
'32000707,6,7.5,2.8,0,0,0,5.75,8,8,6,8.8,6,16.3
'32001494,6,6.75,4.4,0,0,0,9.25,8.75,8.25,6,10.4,6,17.15
'32001822,6,6.75,3.4,0,0,0,4.25,6.75,8.5,6,9.4,6,16.15
'32000033,6,6,3,0,0,0,9,8.75,8,6,9,6,15
'32001032,6,6,2.6,0,0,0,8.25,8.5,9.25,6,8.6,6,14.6
'32000982,6,5.5,1.8,0,0,0,7,7.5,8.75,6,7.8,6,13.3
'32001471,5.8,6.5,2.2,0,0,0,4.5,6,8.25,5.8,8,5.8,14.5
'32000615,5.8,6.5,0,0,0,0,5.25,7,0,5.8,5.8,5.8,12.3
'32000769,5.8,4,3.4,0,0,0,4.5,6.25,7,5.8,9.2,5.8,13.2
'32000263,5.8,8.25,2.6,0,0,0,8.75,8.5,9.75,5.8,8.4,5.8,16.65
'32001537,5.8,6.75,1.6,0,0,0,4.5,7,8.75,5.8,7.4,5.8,14.15
'32002454,5.8,6.5,5.2,0,0,0,6,7.5,8.25,5.8,11,5.8,17.5
'32001696,5.8,5.75,2.8,0,0,0,4.25,7,9.5,5.8,8.6,5.8,14.35
'32000421,5.8,6.5,3.2,0,0,0,4.5,6.75,8.25,5.8,9,5.8,15.5
'32000374,5.8,5,0,0,0,0,6.5,6.25,0,5.8,5.8,5.8,10.8
'32000809,5.8,5,3,0,0,0,6.25,6.75,7.25,5.8,8.8,5.8,13.8
'32001624,5.8,6,3,0,0,0,4.75,7,7.25,5.8,8.8,5.8,14.8
'32000348,5.8,5.75,3.6,0,0,0,3.75,6,7.25,5.8,9.4,5.8,15.15
'32000650,5.8,7,6.2,0,0,0,6,7.5,8.75,5.8,12,5.8,19
'32001707,5.8,6.25,4.6,0,0,0,6.25,7.5,8,5.8,10.4,5.8,16.65
'32001951,5.8,7.25,5.6,0,0,0,8,8,8.75,5.8,11.4,5.8,18.65
'32000392,5.8,5.5,2,0,0,0,5.25,6.25,8,5.8,7.8,5.8,13.3
'32001711,5.8,6.5,6,0,0,0,4.25,7.25,7.75,5.8,11.8,5.8,18.3
'32002468,5.8,4.5,2.8,0,0,0,2,6.5,7.25,5.8,8.6,5.8,13.1
'32001876,5.8,7,4.4,0,0,0,5,7,8.75,5.8,10.2,5.8,17.2
'32001877,5.8,7,5,0,0,0,2.75,7,7.5,5.8,10.8,5.8,17.8
'32002048,5.8,5.25,2.8,0,0,0,4.25,4.25,9,5.8,8.6,5.8,13.85
'32000124,5.8,5.75,4.8,0,0,0,7.5,7.75,8.5,5.8,10.6,5.8,16.35
'32000559,5.8,6,2.4,0,0,0,8.5,8,9.25,5.8,8.2,5.8,14.2
'32001338,5.8,7.25,3.2,0,0,0,4.5,6.25,9.25,5.8,9,5.8,16.25
'32001212,5.8,7,3.2,0,0,0,7,7.25,8.25,5.8,9,5.8,16
'32000990,5.8,6,3.2,0,0,0,6.25,6.25,9.25,5.8,9,5.8,15
'32001284,5.8,6.75,2,0,0,0,5.25,6.75,8,5.8,7.8,5.8,14.55
'32000466,5.8,4.25,0,0,0,0,3.25,6,0,5.8,5.8,5.8,10.05
'32000780,5.8,6.25,3.2,0,0,0,6,8.75,8.25,5.8,9,5.8,15.25
'32000494,5.8,5.5,0,0,0,0,5.25,6,0,5.8,5.8,5.8,11.3
'32001572,5.8,6.5,4,0,0,0,4,7.5,7.75,5.8,9.8,5.8,16.3
'32001496,5.8,5,4,0,0,0,6.5,6.5,6.5,5.8,9.8,5.8,14.8
'32001156,5.8,6.75,2.4,0,0,0,6.25,7,7.75,5.8,8.2,5.8,14.95
'32000937,5.8,8,3.4,0,0,0,9,8.75,8.75,5.8,9.2,5.8,17.2
'32001651,5.8,6.25,4.4,0,0,0,4,7.25,8.25,5.8,10.2,5.8,16.45
'32002071,5.8,7.5,3.8,0,0,0,5,7,6.25,5.8,9.6,5.8,17.1
'32000684,5.8,7.25,2,0,0,0,8.25,8.25,8.25,5.8,7.8,5.8,15.05
'32000786,5.8,4.75,3.6,0,0,0,3.5,6,7.5,5.8,9.4,5.8,14.15
'32001828,5.8,5.25,3.2,0,0,0,3.5,6.25,6.5,5.8,9,5.8,14.25
'32001899,5.8,6,3.2,0,0,0,4.5,6.75,7.75,5.8,9,5.8,15
'32001051,5.8,7.25,4,0,0,0,5,6.75,8.25,5.8,9.8,5.8,17.05
'32002084,5.8,6,3,0,0,0,3.75,6.5,7.75,5.8,8.8,5.8,14.8
'32001901,5.8,6.5,5.4,0,0,0,4,7.5,8,5.8,11.2,5.8,17.7
'32001052,5.8,8,4.8,0,0,0,6,7,8.75,5.8,10.6,5.8,18.6
'32002087,5.8,6.25,2.4,0,0,0,4.25,6.5,9,5.8,8.2,5.8,14.45
'32001510,5.8,7.5,7.2,0,0,0,6.75,6,8,5.8,13,5.8,20.5
'32002229,5.8,6.5,0,0,0,0,7.25,8.75,0,5.8,5.8,5.8,12.3
'32002415,5.8,4.5,3.8,0,0,0,2.5,5,5.5,5.8,9.6,5.8,14.1
'32001905,5.8,6.75,5.6,0,0,0,5.75,7.25,9,5.8,11.4,5.8,18.15
'32002620,5.8,7,3.4,0,0,0,6.25,7.5,8.5,5.8,9.2,5.8,16.2
'32002092,5.8,6.75,6.2,0,0,0,5.75,6.5,8,5.8,12,5.8,18.75
'32000496,5.8,4.75,0,0,0,0,4.5,7.75,0,5.8,5.8,5.8,10.55
'32001738,5.8,6,3.6,0,0,0,3.75,6.75,7,5.8,9.4,5.8,15.4
'32001234,5.8,6.75,3.2,0,0,0,3.75,5.75,8.75,5.8,9,5.8,15.75
'32002507,5.8,5.25,2.2,0,0,0,3.5,6.75,7,5.8,8,5.8,13.25
'32002508,5.8,6.5,2.4,0,0,0,4.75,7.25,8.75,5.8,8.2,5.8,14.7
'32002509,5.8,7.25,2.4,0,0,0,4.25,7,8.5,5.8,8.2,5.8,15.45
'32002510,5.8,7.25,5.8,0,0,0,4.75,7.5,7,5.8,11.6,5.8,18.85
'32000945,5.8,6.25,4.4,0,0,0,6.5,8,7.5,5.8,10.2,5.8,16.45
'32000395,5.8,4.5,2.2,0,0,0,4.75,7.75,8,5.8,8,5.8,12.5
'32002736,5.8,5,5.2,0,0,0,4.5,7.25,7,5.8,11,5.8,16
'32002103,5.8,5.5,4,0,0,0,5,4.5,7,5.8,9.8,5.8,15.3
'32001742,5.8,5.5,4,0,0,0,6.75,7.25,8.75,5.8,9.8,5.8,15.3
'32000755,5.8,8,4.8,0,0,0,6.5,7.5,9,5.8,10.6,5.8,18.6
'32002108,5.8,6.75,3.8,0,0,0,5.5,5.75,6.75,5.8,9.6,5.8,16.35
'32000370,5.8,7.5,2.8,0,0,0,9.5,9,7.5,5.8,8.6,5.8,16.1
'32002001,5.8,5.75,3.2,0,0,0,6.5,5,7.25,5.8,9,5.8,14.75
'32002524,5.8,6.75,3.6,0,0,0,3.5,6,8.25,5.8,9.4,5.8,16.15
'32000570,5.8,6.5,4.6,0,0,0,5.75,7.25,7.75,5.8,10.4,5.8,16.9
'32000759,5.8,6.5,2.8,0,0,0,3,6.25,8,5.8,8.6,5.8,15.1
'32001920,5.8,7,4.4,0,0,0,8,8.25,8.75,5.8,10.2,5.8,17.2
'32002530,5.8,5,2.8,0,0,0,6.5,8.5,9.25,5.8,8.6,5.8,13.6
'32002007,5.8,5,3.4,0,0,0,5,5.5,7.5,5.8,9.2,5.8,14.2
'32002348,5.8,7.25,7,0,0,0,3.5,6.5,7,5.8,12.8,5.8,20.05
'32000449,5.8,5.5,2.6,0,0,0,4.25,6,6.75,5.8,8.4,5.8,13.9
'32000043,5.8,6.5,4.4,0,0,0,9,8,8.75,5.8,10.2,5.8,16.7
'32001308,5.8,7,5,0,0,0,6.25,8.5,9,5.8,10.8,5.8,17.8
'32001597,5.8,7,3.2,0,0,0,5,6,9,5.8,9,5.8,16
'32000220,5.8,7.5,3.2,0,0,0,9,9.5,8.75,5.8,9,5.8,16.5
'32000417,5.8,6,2,0,0,0,7.5,7,7.5,5.8,7.8,5.8,13.8
'32001314,5.8,7.5,4.2,0,0,0,5.5,7.25,8.25,5.8,10,5.8,17.5
'32002543,5.8,5.25,2.6,0,0,0,3,6.5,8,5.8,8.4,5.8,13.65
'32000481,5.8,5,0,0,0,0,2.75,5.75,0,5.8,5.8,5.8,10.8
'32000836,5.8,7,2.8,0,0,0,6.5,7.5,9,5.8,8.6,5.8,15.6
'32001689,5.8,6.25,3.4,0,0,0,5.25,7.25,9.25,5.8,9.2,5.8,15.45
'32001564,5.6,6.25,5.4,0,0,0,4.5,5.25,8.5,5.6,11,5.6,17.25
'32000948,5.6,6.5,4.4,0,0,0,4.25,8.25,8.5,5.6,10,5.6,16.5
'32001351,5.6,7.75,3.4,0,0,0,3.25,4.5,7.25,5.6,9,5.6,16.75
'32002261,5.6,5,4.2,0,0,0,6.5,8,9,5.6,9.8,5.6,14.8
'32001638,5.6,6,1.8,0,0,0,3.5,5.5,7,5.6,7.4,5.6,13.4
'32001803,5.6,7.75,5.2,0,0,0,6.5,7,9,5.6,10.8,5.6,18.55
'32000279,5.6,3.75,3.2,0,0,0,4.75,7,9,5.6,8.8,5.6,12.55
'32001503,5.6,7.25,5.2,0,0,0,4,7.25,8.25,5.6,10.8,5.6,18.05
'32001296,5.6,5.75,1.4,0,0,0,4.75,7,9.25,5.6,7,5.6,12.75
'32000266,5.6,6.25,3.2,0,0,0,6,7.75,8.5,5.6,8.8,5.6,15.05
'32000212,5.6,8,3.6,0,0,0,3.25,6.75,7.75,5.6,9.2,5.6,17.2
'32000386,5.6,5.25,0,0,0,0,4.75,5.5,0,5.6,5.6,5.6,10.85
'32000387,5.6,5.25,2.8,0,0,0,3.25,6,8,5.6,8.4,5.6,13.65
'32001958,5.6,4.25,2,0,0,0,4,7.25,9,5.6,7.6,5.6,11.85
'32000957,5.6,5.25,2.2,0,0,0,6,7.5,8.75,5.6,7.8,5.6,13.05
'32002511,5.6,5,3.4,0,0,0,4.5,4.25,7.25,5.6,9,5.6,14
'32001887,5.6,5.75,4.2,0,0,0,3.75,6.75,6,5.6,9.8,5.6,15.55
'32002040,5.6,5.5,0,0,0,0,5,0,0,5.6,5.6,5.6,11.1
'32002042,5.6,6.75,3.6,0,0,0,8.75,7,6.75,5.6,9.2,5.6,15.95
'32002436,5.6,5.5,3.6,0,0,0,5.75,8,9,5.6,9.2,5.6,14.7
'32000837,5.6,7,2.6,0,0,0,4.5,6.25,6.75,5.6,8.2,5.6,15.2
'32000963,5.6,7.25,3.8,0,0,0,6.25,8,8.25,5.6,9.4,5.6,16.65
'32001515,5.6,6.75,0,0,0,0,3,7,0,5.6,5.6,5.6,12.35
'32001378,5.6,6.75,3,0,0,0,4.25,5.25,6.75,5.6,8.6,5.6,15.35
'32000200,5.6,5,4.6,0,0,0,5,6.5,8.5,5.6,10.2,5.6,15.2
'32002147,5.6,6.5,3.4,0,0,0,2.75,7,7.25,5.6,9,5.6,15.5
'32002148,5.6,4.5,4,0,0,0,3.25,6.25,7.5,5.6,9.6,5.6,14.1
'32000563,5.6,6,3.6,0,0,0,5.25,7,8,5.6,9.2,5.6,15.2
'32000654,5.6,5,1.8,0,0,0,4.25,6.5,7.5,5.6,7.4,5.6,12.4
'32000350,5.6,5.5,3,0,0,0,3.5,7.25,8.5,5.6,8.6,5.6,14.1
'32000567,5.6,7.5,3.6,0,0,0,3.5,6,7.75,5.6,9.2,5.6,16.7
'32000300,5.6,6.75,4.2,0,0,0,5.5,8.5,6.5,5.6,9.8,5.6,16.55
'32000432,5.6,5.25,3.4,0,0,0,3.5,7.5,8.5,5.6,9,5.6,14.25
'32002059,5.6,7,6.8,0,0,0,6.75,7.5,8.75,5.6,12.4,5.6,19.4
'32000362,5.6,6.75,3.6,0,0,0,5.25,6.75,8.75,5.6,9.2,5.6,15.95
'32000546,5.6,4.75,2.6,0,0,0,5.25,4.25,6.75,5.6,8.2,5.6,12.95
'32002456,5.6,5.5,3.4,0,0,0,3.75,6,8.5,5.6,9,5.6,14.5
'32000712,5.6,6,2.8,0,0,0,3.5,5.5,7.75,5.6,8.4,5.6,14.4
'32000976,5.6,7.25,2.2,0,0,0,8.75,7.5,9.5,5.6,7.8,5.6,15.05
'32001840,5.6,5.5,2.4,0,0,0,3.5,6.75,8,5.6,8,5.6,13.5
'32002545,5.6,4,3.4,0,0,0,3.25,5.75,7.75,5.6,9,5.6,13
'32000164,5.6,5.75,2,0,0,0,4,6.5,7.5,5.6,7.6,5.6,13.35
'32001408,5.6,5.5,0,0,0,0,6,0,0,5.6,5.6,5.6,11.1
'32001605,5.6,6.25,2.8,0,0,0,6,6,8,5.6,8.4,5.6,14.65
'32001910,5.6,8.25,3.8,0,0,0,8,9,8.75,5.6,9.4,5.6,17.65
'32001271,5.6,5.75,3.2,0,0,0,5.5,6.5,8.5,5.6,8.8,5.6,14.55
'32002553,5.6,6.5,2,0,0,0,5.25,7,8,5.6,7.6,5.6,14.1
'32000415,5.6,5.75,2.8,0,0,0,6,7.25,8.75,5.6,8.4,5.6,14.15
'32000981,5.6,5.75,3.2,0,0,0,6,7.75,8.5,5.6,8.8,5.6,14.55
'32001609,5.6,6.5,5,0,0,0,6.25,8.5,9,5.6,10.6,5.6,17.1
'32000715,5.6,6.25,3.2,0,0,0,5.25,7.5,8,5.6,8.8,5.6,15.05
'32001759,5.6,6.75,3.8,0,0,0,7.25,7.75,8.5,5.6,9.4,5.6,16.15
'32000719,5.6,6.75,4.6,0,0,0,8.25,9,8.5,5.6,10.2,5.6,16.95
'32000756,5.6,6.5,4,0,0,0,4.25,7,8,5.6,9.6,5.6,16.1
'32002090,5.6,3.25,2.8,0,0,0,2.25,5,6.75,5.6,8.4,5.6,11.65
'32001765,5.6,5.25,1.8,0,0,0,4.5,6.75,8.25,5.6,7.4,5.6,12.65
'32001218,5.6,6.5,3.6,0,0,0,2.75,6.5,8.5,5.6,9.2,5.6,15.7
'32002217,1.6,0,0,2.25,1.75,0,0,0,0,5.6,3.85,3.35,1.6
'32001333,5.6,6.75,4,0,0,0,6.25,7,7.75,5.6,9.6,5.6,16.35
'32000987,5.6,8,2.8,0,0,0,5.75,7.75,8.75,5.6,8.4,5.6,16.4
'32000459,5.6,6.25,2.6,0,0,0,7.75,7.75,7.5,5.6,8.2,5.6,14.45
'32000317,5.6,6.75,0,0,0,0,9.5,9.5,0,5.6,5.6,5.6,12.35
'32002009,5.6,4.25,2.8,0,0,0,3.5,5.75,7.75,5.6,8.4,5.6,12.65
'32001779,5.6,5.5,4.6,0,0,0,5.5,6.75,9.75,5.6,10.2,5.6,15.7
'32001342,5.6,6.25,4.4,0,0,0,5,6.5,7.5,5.6,10,5.6,16.25
'32000691,5.6,5.25,3.8,0,0,0,5.5,7.25,7.75,5.6,9.4,5.6,14.65
'32002681,5.6,5.75,2.4,0,0,0,2.75,6.5,8.25,5.6,8,5.6,13.75
'32001704,5.6,7.25,3.4,0,0,0,4,6.75,7.75,5.6,9,5.6,16.25
'32002859,5.6,7.25,3.2,0,0,0,6.25,6.25,7,5.6,8.8,5.6,16.05
'32000693,5.6,7,4,0,0,0,7,8,8.5,5.6,9.6,5.6,16.6
'32001706,5.6,6,2.4,0,0,0,6.75,6.25,9.25,5.6,8,5.6,14
'32000941,5.6,7.5,3.6,0,0,0,5.25,7,8,5.6,9.2,5.6,16.7
'32001560,5.6,7.5,2.4,0,0,0,7,6.5,8.75,5.6,8,5.6,15.5
'32000762,5.6,7.25,3.4,0,0,0,7,7.75,9,5.6,9,5.6,16.25
'32002867,5.6,5.5,3.8,0,0,0,6.75,5.25,7.75,5.6,9.4,5.6,14.9
'32000272,5.6,6.25,2.8,0,0,0,3.75,7,8,5.6,8.4,5.6,14.65
'32002870,5.6,5.5,2.2,0,0,0,6.5,7.25,7.75,5.6,7.8,5.6,13.3
'32002120,5.6,7,6.2,0,0,0,6,7.5,9,5.6,11.8,5.6,18.8
'32000056,5.4,4.75,6.6,0,0,0,5.25,7.5,8.5,5.4,12,5.4,16.75
'32000451,5.4,6,2.6,0,0,0,2,6.25,8.25,5.4,8,5.4,14
'32002079,5.4,5.5,2.2,0,0,0,5.25,5.25,5.75,5.4,7.6,5.4,13.1
'32001996,5.4,5.5,3.6,0,0,0,4.5,6.25,6.75,5.4,9,5.4,14.5
'32001105,5.4,4.25,2.2,0,0,0,2.75,6,6.5,5.4,7.6,5.4,11.85
'32000156,5.4,5.5,1.6,0,0,0,4.25,6.25,9,5.4,7,5.4,12.5
'32001194,5.4,5.5,2.6,0,0,0,9,8.75,8.25,5.4,8,5.4,13.5
'32001495,5.4,5.75,2,0,0,0,5.75,7.25,8,5.4,7.4,5.4,13.15
'32001107,5.4,4.75,0,0,0,0,4,5,0,5.4,5.4,5.4,10.15
'32002089,5.4,5.25,3.6,0,0,0,7.25,8.5,8.5,5.4,9,5.4,14.25
'32001368,5.4,5,0,0,0,0,6.75,6.75,0,5.4,5.4,5.4,10.4
'32001565,5.4,8,3.8,0,0,0,5.25,7,8.75,5.4,9.2,5.4,17.2
'32002205,5.4,6.75,0,0,0,0,6.5,7.25,0,5.4,5.4,5.4,12.15
'32002536,5.4,5.5,2.2,0,0,0,3.75,6.25,8,5.4,7.6,5.4,13.1
'32000556,5.4,4.5,0,0,0,0,3,4.75,0,5.4,5.4,5.4,9.9
'32001440,5.4,7.5,1.4,0,0,0,8.25,9.25,8.5,5.4,6.8,5.4,14.3
'32001200,5.4,7,5.8,0,0,0,8.25,6.75,9.5,5.4,11.2,5.4,18.2
'32000606,5.4,5,2.4,0,0,0,4,6.5,8,5.4,7.8,5.4,12.8
'32002542,5.4,5.25,2.2,0,0,0,3.25,7.25,8,5.4,7.6,5.4,12.85
'32000716,5.4,8.5,5.8,0,0,0,5.75,8.75,9.75,5.4,11.2,5.4,19.7
'32001024,5.4,7,2,0,0,0,7.25,7,8.5,5.4,7.4,5.4,14.4
'32001262,5.4,7.25,3.4,0,0,0,4.5,6,8,5.4,8.8,5.4,16.05
'32000717,5.4,8.5,2.4,0,0,0,8.75,8.75,8.25,5.4,7.8,5.4,16.3
'32002220,5.4,5,2.2,0,0,0,4,0,0,5.4,7.6,5.4,12.6
'32001072,5.4,7.5,2.4,0,0,0,4.5,7.25,8.75,5.4,7.8,5.4,15.3
'32001943,5.4,4.75,4,0,0,0,3.75,6.5,8.5,5.4,9.4,5.4,14.15
'32001073,5.4,5.25,2.6,0,0,0,2.5,7.25,7.5,5.4,8,5.4,13.25
'32001647,5.4,5.75,3.2,0,0,0,2.75,5.25,7,5.4,8.6,5.4,14.35
'32001723,5.4,5.25,5.2,0,0,0,6.25,7,7.5,5.4,10.6,5.4,15.85
'32001389,5.4,6.25,2.6,0,0,0,5.75,6.25,8.5,5.4,8,5.4,14.25
'32002651,5.4,6,3.4,0,0,0,2.25,6.25,7.75,5.4,8.8,5.4,14.8
'32001030,5.4,4.5,2.2,0,0,0,3.25,6.75,8.75,5.4,7.6,5.4,12.1
'32001805,5.4,7.25,4.2,0,0,0,5.25,6.25,5.75,5.4,9.6,5.4,16.85
'32002826,5.4,5.25,3.2,0,0,0,5,6.75,8.5,5.4,8.6,5.4,13.85
'32001160,5.4,6.75,2.8,0,0,0,7.5,7,8.75,5.4,8.2,5.4,14.95
'32002478,5.4,5.75,3,0,0,0,3.5,6,6.5,5.4,8.4,5.4,14.15
'32001272,5.4,7.75,3.4,0,0,0,8.5,8.5,8.75,5.4,8.8,5.4,16.55
'32001458,5.4,6.5,3.4,0,0,0,5.75,6.75,8,5.4,8.8,5.4,15.3
'32001274,5.4,7.25,1.8,0,0,0,5.75,8,7.5,5.4,7.2,5.4,14.45
'32000943,5.4,6.5,3.4,0,0,0,2,7.5,7.75,5.4,8.8,5.4,15.3
'32001662,5.4,6.75,1.2,0,0,0,9,7.75,8.25,5.4,6.6,5.4,13.35
'32002747,5.4,4.25,4.6,0,0,0,5,7.25,9.5,5.4,10,5.4,14.25
'32000919,5.4,5,3.2,0,0,0,6.5,8,8.5,5.4,8.6,5.4,13.6
'32001664,5.4,6.5,2.4,0,0,0,8.25,7.5,8.75,5.4,7.8,5.4,14.3
'32000718,5.4,9,7.4,0,0,0,9.75,10,9.25,5.4,12.8,5.4,21.8
'32001889,5.4,5,3.8,0,0,0,4,5.25,5.5,5.4,9.2,5.4,14.2
'32001402,5.4,4.25,3.4,0,0,0,7.5,6.25,7.5,5.4,8.8,5.4,13.05
'32000385,5.4,5,3.6,0,0,0,5.5,8.25,9.25,5.4,9,5.4,14
'32000704,5.4,6.75,2.6,0,0,0,7,7.5,9.75,5.4,8,5.4,14.75
'32000328,5.4,6,4.4,0,0,0,8.25,9,7.75,5.4,9.8,5.4,15.8
'32001598,5.4,7.25,5.8,0,0,0,7,6.25,6.5,5.4,11.2,5.4,18.45
'32000789,5.4,7.75,1.8,0,0,0,6,7.5,8.25,5.4,7.2,5.4,14.95
'32001045,5.4,7,4.4,0,0,0,6.5,7,9,5.4,9.8,5.4,16.8
'32000470,5.4,6.25,2.4,0,0,0,3,6.25,7.75,5.4,7.8,5.4,14.05
'32001337,5.4,8,5.4,0,0,0,9,8.25,7.75,5.4,10.8,5.4,18.8
'32002277,5.4,3,4.8,0,0,0,4.25,7.75,7.5,5.4,10.2,5.4,13.2
'32001835,5.4,7,3,0,0,0,4.75,6.5,6.5,5.4,8.4,5.4,15.4
'32000012,5.4,5.5,2.2,0,0,0,3.5,5.5,7.25,5.4,7.6,5.4,13.1
'32000645,5.4,5,3.2,0,0,0,5.25,8,8.75,5.4,8.6,5.4,13.6
'32001341,5.4,6,5.6,0,0,0,6,6.75,7.75,5.4,11,5.4,17
'32000437,5.4,7.75,2.8,0,0,0,5.75,7,8.5,5.4,8.2,5.4,15.95
'32001179,5.4,7.75,2.8,0,0,0,6,7,8.5,5.4,8.2,5.4,15.95
'32001753,5.4,6.75,4.6,0,0,0,3.75,7,8.25,5.4,10,5.4,16.75
'32002151,5.4,6.5,5.8,0,0,0,3.5,6.75,8.25,5.4,11.2,5.4,17.7
'32001754,5.4,6.5,2.4,0,0,0,6.25,7,9,5.4,7.8,5.4,14.3
'32001611,5.4,7,4.6,0,0,0,6,7,8.5,5.4,10,5.4,17
'32001180,5.4,6,2,0,0,0,4.5,8,8.25,5.4,7.4,5.4,13.4
'32002864,5.4,4.5,2.8,0,0,0,3.5,4.75,6,5.4,8.2,5.4,12.7
'32000419,5.4,6.5,4,0,0,0,6.5,7.25,9.5,5.4,9.4,5.4,15.9
'32000932,5.4,5.5,2.4,0,0,0,4,8,8.25,5.4,7.8,5.4,13.3
'32001186,5.4,6.75,3.2,0,0,0,5.75,7,8.25,5.4,8.6,5.4,15.35
