11002001;8;6;2.6;0;0;0;7;8;9.25
11002002;7.2;4;1.8;0;0;0;1.75;7;9.75
11002003;6;5.75;3.4;0;0;0;2.5;7.5;8.75
11002004;6.4;6.5;4;0;0;0;5;7.5;8.5
11002005;5;5.75;3.2;0;0;0;4.25;6.5;8.25
